102
0	-0.412	
0	-0.413712	
0.00250255	-0.414048	
0.00500767	-0.414361	
0.0100283	-0.414945	
0.0201113	-0.415935	
0.0302357	-0.416561	
0.0404015	-0.416821	
0.0506082	-0.416712	
0.0608555	-0.416233	
0.0711428	-0.415381	
0.0814696	-0.414155	
0.091835	-0.412553	
0.102238	-0.410576	
0.112678	-0.408221	
0.123153	-0.405488	
0.133663	-0.402377	
0.144206	-0.398888	
0.154779	-0.39502	
0.165383	-0.390775	
0.176015	-0.386153	
0.186672	-0.381155	
0.197354	-0.375782	
0.208057	-0.370036	
0.21878	-0.363918	
0.22952	-0.357432	
0.240274	-0.350578	
0.251041	-0.343361	
0.261816	-0.335783	
0.272597	-0.327847	
0.283382	-0.319556	
0.294166	-0.310916	
0.304947	-0.30193	
0.315722	-0.292603	
0.326486	-0.282939	
0.337237	-0.272944	
0.34797	-0.262623	
0.358683	-0.251981	
0.36937	-0.241025	
0.380029	-0.229762	
0.390654	-0.218196	
0.401243	-0.206336	
0.411791	-0.194188	
0.422294	-0.18176	
0.432748	-0.169059	
0.443148	-0.156093	
0.453491	-0.142869	
0.463772	-0.129397	
0.473986	-0.115685	
0.484129	-0.101741	
0.494198	-0.0875742	
0.504188	-0.0731935	
0.514093	-0.058608	
0.523912	-0.0438273	
0.533638	-0.0288606	
0.543268	-0.0137176	
0.552797	0.0015919	
0.562222	0.0170582	
0.571539	0.0326713	
0.580743	0.0484213	
0.589831	0.0642981	
0.598799	0.0802917	
0.607643	0.096392	
0.61636	0.112589	
0.624946	0.128872	
0.633398	0.145231	
0.641712	0.161657	
0.649885	0.178139	
0.657915	0.194667	
0.665798	0.211231	
0.673532	0.227821	
0.681114	0.244428	
0.688542	0.261043	
0.695813	0.277654	
0.702926	0.294254	
0.709877	0.310833	
0.716666	0.327381	
0.723291	0.34389	
0.72975	0.360352	
0.736041	0.376757	
0.742165	0.393097	
0.748119	0.409365	
0.753902	0.425551	
0.759515	0.44165	
0.764956	0.457652	
0.770225	0.473551	
0.775321	0.48934	
0.780246	0.505012	
0.784998	0.52056	
0.789578	0.535979	
0.793987	0.551262	
0.798224	0.566404	
0.802291	0.581399	
0.806187	0.596242	
0.809915	0.610927	
0.813475	0.625451	
0.816868	0.639809	
0.820096	0.653997	
0.823159	0.66801	
0.82606	0.681845	
0.8288	0.6955	
0.83138	0.70897	
